Area,Channel,LSUID,Subbasin,Landscape,%Subbasin,Category,Slope,Len1,Csl,Wid1,Dep1,Lat,Lon,Elev,HISTO_1,HISTO_2,HISTO_3,HISTO_4,HISTO_10,HISTO_NODA
242.38,"788","7880","45",NA,0.8,"0",13.45,1739.95,8.66,2.19,0.19,40.56,-4.46,1167.04,41,0,0,0,0,0
2447.88,"932","9320","37",NA,5.7,"0",10.36,10042.22,2.77,8.79,0.47,40.52,-3.99,745.00,190,0,206,0,0,0
2093.94,"568","5680","21",NA,2.7,"0",8.84,14448.17,0.92,8.00,0.44,40.51,-3.33,623.52,0,0,322,8,0,0
9349.88,"795","7950","50",NA,55.8,"0",20.99,8415.87,1.28,19.64,0.80,40.49,-2.86,904.26,0,733,468,297,0,0
3099.63,"940","9400","55",NA,5.9,"0",14.28,9467.95,6.02,10.12,0.51,40.52,-4.17,968.31,500,0,0,0,0,0
2207.19,"573","5730","21",NA,2.8,"0",16.62,6408.02,4.72,8.26,0.45,40.53,-3.24,696.93,0,12,316,23,0,0
326.75,"740","7400","34",NA,0.5,"0",19.68,1935.66,9.07,2.62,0.21,40.55,-2.67,792.85,0,1,22,28,1,0
540.25,"553","5530","43",NA,1.0,"0",33.60,3635.96,10.77,3.55,0.26,40.55,-2.22,1041.43,0,36,51,0,0,0
82.88,"745","7450","34",NA,0.1,"0",14.37,1482.11,10.78,1.15,0.12,40.56,-2.66,754.37,0,0,9,4,0,0
5144.13,"771","7710","53",NA,35.4,"0",14.30,9345.47,3.25,13.72,0.63,40.52,-2.52,871.52,0,38,282,500,0,0
411.44,"572","5720","10",NA,0.4,"0",13.59,2764.21,8.29,3.01,0.23,40.55,-3.01,751.22,0,3,40,24,0,0
2282.75,"625","6250","42",NA,7.4,"0",28.55,5099.87,9.36,8.43,0.45,40.54,-4.26,1093.94,363,0,0,0,0,0
1884.44,"939","9390","42",NA,6.1,"0",24.73,9025.79,7.73,7.51,0.42,40.52,-4.23,1051.84,302,0,0,0,0,0
2070.94,"947","9470","55",NA,3.9,"0",9.19,8225.49,6.05,7.95,0.44,40.53,-4.12,914.17,334,0,0,0,0,0
638.38,"551","5510","43",NA,1.1,"0",39.18,4302.38,9.36,3.92,0.27,40.55,-2.27,1012.23,0,82,17,0,0,0
2022.88,"925","9250","52",NA,17.8,"0",6.84,9135.11,1.55,7.84,0.43,40.53,-3.48,679.21,0,0,324,0,0,0
664.00,"618","6180","43",NA,1.2,"0",30.47,2062.44,16.71,4.02,0.28,40.55,-2.17,1093.36,0,53,49,0,0,0
3176.94,"937","9370","34",NA,5.0,"0",20.98,8140.87,3.85,10.28,0.52,40.52,-2.78,861.68,0,130,187,193,0,0
2993.56,"941","9410","51",NA,4.4,"0",12.92,10339.71,1.17,9.92,0.51,40.52,-2.91,957.05,0,201,224,52,0,0
65.81,"525","5250","39",NA,0.2,"0",2.76,1178.55,1.83,1.00,0.11,40.56,-3.57,588.08,0,0,10,0,1,0
1498.69,"933","9330","51",NA,2.2,"0",11.86,9210.11,2.18,6.55,0.38,40.53,-3.09,878.85,0,114,74,56,0,0
2534.00,"721","7210","54",NA,13.8,"0",29.12,6466.60,3.67,8.97,0.47,40.52,-1.85,1516.08,0,380,11,10,0,0
4013.31,"620","6200","37",NA,9.4,"0",10.79,8217.64,1.79,11.82,0.57,40.51,-3.94,679.38,44,0,602,0,0,0
852.88,"571","5710","51",NA,1.3,"0",15.62,6500.18,4.15,4.67,0.31,40.54,-3.01,784.55,0,9,53,74,0,0
1750.13,"923","9230","21",NA,2.2,"0",2.53,10975.06,0.88,7.19,0.41,40.52,-3.35,622.68,0,0,283,0,0,0
1478.94,"938","9380","51",NA,2.2,"0",11.27,9905.09,1.85,6.49,0.38,40.53,-2.93,958.51,0,116,104,16,0,0
1823.44,"944","9440","45",NA,6.0,"0",20.19,6689.52,5.29,7.36,0.42,40.53,-4.40,1059.03,291,0,0,0,0,0
2284.69,"570","5700","21",NA,2.9,"0",14.84,7736.89,0.42,8.43,0.45,40.51,-3.29,664.46,0,17,316,36,0,0
4333.19,"927","9270","51",NA,6.4,"0",4.34,8835.85,0.46,12.38,0.59,40.47,-3.19,875.89,0,601,90,6,0,0
1586.69,"550","5500","43",NA,2.8,"0",34.50,3834.19,11.22,6.77,0.39,40.53,-2.29,931.50,0,122,138,0,0,0
0.44,"624","6240","33",NA,0.0,"0",21.75,200.00,3.43,0.05,0.01,40.54,-3.79,628.43,0,0,2,0,0,0
986.13,"522","5220","39",NA,2.5,"0",6.79,5769.85,2.84,5.09,0.32,40.55,-3.55,631.98,0,0,160,0,0,0
1757.63,"521","5210","34",NA,2.8,"0",23.46,4826.65,6.21,7.20,0.41,40.52,-2.72,810.44,0,65,198,14,2,0
2759.44,"945","9450","43",NA,5.0,"0",20.53,7434.80,3.23,9.44,0.49,40.52,-1.98,1480.32,68,321,47,9,0,0
3320.13,"948","9480","39",NA,8.5,"0",7.67,6934.80,1.70,10.55,0.53,40.53,-3.64,675.30,0,0,526,0,0,0
1609.75,"943","9430","46",NA,3.3,"0",10.87,6774.45,1.83,6.83,0.40,40.53,-3.74,699.13,0,0,258,0,0,0
5496.00,"705","7050","43",NA,9.9,"0",22.73,8150.49,3.29,14.28,0.65,40.51,-2.11,1251.23,0,795,89,0,1,0
1799.88,"936","9360","55",NA,3.4,"0",9.68,7819.42,5.46,7.31,0.41,40.52,-4.14,915.59,288,0,0,0,0,0
46.88,"523","5230","39",NA,0.1,"0",2.82,1798.53,1.39,0.82,0.10,40.55,-3.57,592.74,0,0,7,0,0,0
7422.00,"759","7590","47",NA,45.7,"0",24.27,10721.20,5.53,17.10,0.73,40.51,-4.58,1056.67,1184,0,0,0,0,3
476.31,"739","7390","48",NA,3.1,"0",8.72,3497.79,2.36,3.29,0.24,40.53,-4.06,863.93,82,0,0,0,0,0
2796.75,"612","6120","42",NA,9.0,"0",26.01,7816.60,6.83,9.52,0.49,40.50,-4.29,913.70,451,0,0,0,0,0
3987.50,"520","5200","39",NA,10.2,"0",10.15,11271.82,1.21,11.78,0.57,40.50,-3.53,626.86,0,0,630,0,0,0
2620.69,"569","5690","51",NA,3.9,"0",16.30,4647.06,4.87,9.15,0.48,40.51,-3.05,790.09,0,88,110,220,0,0
2014.38,"934","9340","53",NA,13.9,"0",14.26,6184.80,4.13,7.82,0.43,40.52,-2.58,927.65,0,37,176,108,0,0
4253.63,"930","9300","43",NA,7.6,"0",30.77,6665.87,3.93,12.24,0.58,40.51,-2.22,1079.79,0,486,196,0,0,0
3416.19,"924","9240","46",NA,7.0,"0",8.09,7082.29,1.44,10.73,0.53,40.49,-3.71,691.05,0,0,549,0,0,0
249.63,"622","6220","33",NA,0.5,"0",12.16,1973.53,3.61,2.23,0.19,40.54,-3.79,638.82,0,0,39,0,0,0
2521.00,"919","9190","124",NA,16.7,"0",15.59,7392.34,4.79,8.94,0.47,40.50,-2.42,895.48,0,9,171,222,0,0
1331.75,"617","6170","46",NA,2.7,"0",10.27,5749.14,2.16,6.10,0.37,40.52,-3.80,659.15,0,0,215,0,0,0
1803.06,"903","9030","55",NA,3.4,"0",12.02,11842.22,2.61,7.31,0.41,40.49,-4.07,784.02,290,0,0,0,0,0
201.56,"748","7480","39",NA,0.5,"0",2.09,5722.79,0.32,1.96,0.17,40.52,-3.56,590.00,0,0,38,0,0,0
111.75,"621","6210","43",NA,0.2,"0",25.91,1566.73,19.21,1.38,0.14,40.53,-2.16,1050.10,0,14,3,0,0,0
1637.75,"710","7100","43",NA,2.9,"0",22.28,9920.77,2.97,6.90,0.40,40.50,-2.05,1325.47,0,190,65,0,3,0
2873.81,"775","7750","51",NA,4.3,"0",19.98,6777.69,2.59,9.68,0.50,40.49,-3.00,869.44,0,206,125,126,0,0
662.56,"694","6940","56",NA,3.9,"0",38.69,3103.86,13.92,4.01,0.28,40.51,-1.88,1484.33,0,81,26,0,0,0
4564.75,"928","9280","39",NA,11.7,"0",6.31,9297.98,0.85,12.77,0.60,40.50,-3.62,660.74,0,0,732,0,0,0
1767.63,"935","9350","56",NA,10.3,"0",18.35,6941.60,2.90,7.23,0.41,40.50,-1.91,1591.10,0,269,15,0,0,0
3967.81,"921","9210","57",NA,16.4,"0",19.99,7189.82,6.74,11.74,0.57,40.48,-4.66,1132.19,640,0,0,0,0,1
3066.56,"929","9290","58",NA,19.5,"0",14.83,5187.74,3.15,10.06,0.51,40.50,-2.66,917.03,0,163,312,17,0,0
4394.38,"916","9160","59",NA,17.9,"0",12.55,7919.42,1.62,12.48,0.59,40.48,-3.26,807.98,0,261,317,122,0,0
2075.50,"747","7470","52",NA,18.2,"0",3.34,8215.44,0.21,7.96,0.44,40.47,-3.48,605.22,0,0,334,0,0,0
2215.31,"735","7350","45",NA,7.3,"0",23.20,4983.45,4.05,8.28,0.45,40.49,-4.36,839.36,356,0,0,0,0,0
1401.94,"757","7570","54",NA,7.6,"0",24.54,4803.43,4.43,6.29,0.37,40.50,-1.79,1549.89,0,221,0,0,0,0
2448.56,"713","7130","45",NA,8.1,"0",20.58,7921.20,5.92,8.79,0.47,40.48,-4.40,831.15,388,0,0,0,0,0
2413.63,"762","7620","55",NA,4.6,"0",12.58,6380.20,2.25,8.71,0.46,40.48,-4.10,750.52,386,0,0,0,0,0
1691.88,"547","5470","44",NA,9.5,"0",21.50,4506.67,5.03,7.04,0.40,40.49,-2.34,860.48,0,0,246,27,0,0
6908.13,"774","7740","43",NA,12.4,"0",21.75,8750.49,4.23,16.38,0.71,40.48,-1.97,1447.73,6,952,88,57,2,0
2429.56,"917","9170","37",NA,5.7,"0",8.93,6372.67,1.67,8.75,0.47,40.48,-3.90,699.36,0,0,386,0,0,0
4141.25,"914","9140","56",NA,24.2,"0",18.96,7864.09,3.80,12.05,0.58,40.47,-1.82,1563.41,0,640,4,21,0,0
1785.25,"931","9310","43",NA,3.2,"0",29.97,6102.69,8.84,7.27,0.41,40.49,-2.29,1006.59,0,140,142,0,0,0
1400.75,"892","8920","124",NA,9.3,"0",10.28,10221.20,2.66,6.29,0.37,40.47,-2.45,823.58,0,0,46,178,0,0
611.13,"613","6130","46",NA,1.3,"0",9.69,3988.78,3.10,3.82,0.27,40.49,-3.75,644.58,0,0,101,0,0,0
1710.06,"898","8980","124",NA,11.4,"0",10.47,8581.55,2.49,7.09,0.40,40.47,-2.47,809.83,0,0,24,249,0,0
1619.63,"905","9050","60",NA,3.4,"0",18.00,7466.60,7.35,6.86,0.40,40.46,-5.03,1578.90,254,0,0,0,0,1
66.63,"549","5490","43",NA,0.1,"0",28.03,844.97,13.84,1.01,0.11,40.51,-2.32,818.95,0,0,12,0,0,0
761.06,"728","7280","45",NA,2.5,"0",25.23,2202.82,12.35,4.36,0.29,40.49,-4.44,883.45,120,0,0,0,0,0
2114.06,"545","5450","124",NA,14.0,"0",14.33,5787.74,4.82,8.05,0.44,40.46,-2.39,815.14,0,0,70,270,0,0
351.13,"615","6150","46",NA,0.7,"0",11.26,2039.95,3.68,2.74,0.21,40.50,-3.77,631.92,0,0,56,0,0,0
4587.38,"900","9000","55",NA,8.7,"0",15.73,7974.45,5.42,12.81,0.60,40.44,-4.21,799.59,726,0,0,0,0,0
3725.56,"908","9080","54",NA,20.3,"0",15.74,7936.58,3.49,11.31,0.55,40.47,-1.73,1627.10,0,536,35,19,0,8
3490.88,"538","5380","58",NA,22.2,"0",13.99,9323.71,3.80,10.87,0.54,40.46,-2.63,819.11,0,46,248,260,1,0
3009.06,"910","9100","61",NA,21.1,"0",21.57,6848.40,8.23,9.95,0.51,40.46,-4.76,1185.47,479,0,0,0,0,3
569.63,"546","5460","44",NA,3.2,"0",21.53,3068.50,7.09,3.66,0.26,40.49,-2.38,826.24,0,0,38,49,0,0
549.56,"697","6970","56",NA,3.2,"0",50.22,1564.95,16.49,3.59,0.26,40.49,-1.88,1503.96,0,89,0,0,0,0
1783.75,"897","8970","58",NA,11.4,"0",9.96,10240.44,3.13,7.27,0.41,40.48,-2.59,803.42,0,5,74,204,4,0
1288.00,"722","7220","53",NA,8.9,"0",8.24,7216.60,4.06,5.98,0.36,40.48,-2.56,757.88,0,0,23,178,2,0
4.63,"548","5480","44",NA,0.0,"0",37.43,226.78,44.41,0.20,0.04,40.51,-2.33,802.41,0,0,2,0,0,0
82.31,"712","7120","43",NA,0.1,"0",23.41,865.69,19.43,1.15,0.12,40.50,-2.05,1237.56,0,10,0,0,3,0
1788.13,"559","5590","52",NA,15.7,"0",4.25,9898.29,0.57,7.28,0.41,40.45,-3.45,584.09,0,0,280,11,0,0
11960.56,"890","8900","60",NA,25.0,"0",14.79,7762.31,7.61,22.76,0.88,40.44,-5.13,1621.08,1708,0,195,0,0,12
3446.00,"907","9070","55",NA,6.5,"0",11.32,7383.02,3.72,10.79,0.54,40.46,-4.17,803.30,549,0,1,0,0,0
1999.94,"913","9130","61",NA,14.0,"0",37.27,8028.73,12.10,7.78,0.43,40.47,-4.84,1500.29,320,0,0,0,0,0
3766.44,"906","9060","57",NA,15.6,"0",16.33,7054.47,9.11,11.38,0.56,40.45,-4.70,1009.24,591,0,10,0,0,0
2577.50,"915","9150","45",NA,8.5,"0",16.85,6395.59,5.14,9.06,0.48,40.48,-4.48,1068.52,414,0,0,0,0,0
2660.75,"894","8940","51",NA,4.0,"0",4.71,8549.75,0.60,9.24,0.48,40.46,-3.21,863.39,0,302,120,3,0,0
2335.63,"911","9110","42",NA,7.6,"0",24.38,7388.35,5.47,8.54,0.46,40.47,-4.27,882.91,376,0,0,0,0,0
1890.06,"566","5660","21",NA,2.4,"0",15.77,7969.42,0.30,7.52,0.42,40.47,-3.36,634.63,0,7,274,20,0,0
4090.19,"904","9040","51",NA,6.1,"0",14.95,9818.99,1.48,11.96,0.57,40.47,-2.97,906.70,0,463,134,56,0,0
209.38,"519","5190","34",NA,0.3,"0",36.48,2528.86,11.65,2.01,0.17,40.49,-2.75,829.73,0,26,7,0,0,0
295.56,"517","5170","34",NA,0.5,"0",38.38,1939.95,14.87,2.47,0.20,40.49,-2.76,763.61,0,36,8,2,1,0
491.00,"741","7410","51",NA,0.7,"0",10.68,5202.69,3.79,3.35,0.25,40.49,-3.10,811.97,0,40,17,22,0,0
13.81,"767","7670","55",NA,0.0,"0",8.26,601.78,7.69,0.39,0.06,40.49,-4.12,750.12,2,0,0,0,0,0
29.94,"518","5180","34",NA,0.0,"0",46.73,959.62,21.17,0.63,0.08,40.50,-2.75,783.03,0,6,0,0,0,0
1324.06,"922","9220","34",NA,2.1,"0",12.49,5676.65,3.02,6.08,0.37,40.48,-2.72,782.34,0,15,175,17,4,0
1984.50,"902","9020","60",NA,4.2,"0",18.15,6808.02,5.55,7.75,0.43,40.45,-4.99,1607.21,320,0,0,0,0,2
3719.94,"516","5160","34",NA,5.8,"0",26.62,5317.03,6.45,11.30,0.55,40.46,-2.79,785.55,0,250,234,110,5,0
3038.63,"912","9120","62",NA,8.9,"0",25.96,10074.02,3.66,10.00,0.51,40.47,-2.13,1212.03,0,298,183,5,0,0
5975.50,"901","9010","61",NA,41.9,"0",28.09,7466.60,9.64,15.01,0.67,40.44,-4.89,1370.97,948,0,0,0,0,2
2584.00,"918","9180","46",NA,5.3,"0",7.28,6760.53,1.58,9.08,0.48,40.48,-3.83,685.11,0,0,413,0,0,0
903.25,"732","7320","53",NA,6.2,"0",10.25,4609.19,2.52,4.83,0.31,40.48,-2.53,765.74,0,0,12,132,1,0
5222.88,"899","8990","39",NA,13.4,"0",4.91,12630.70,0.39,13.85,0.63,40.46,-3.60,637.85,0,0,832,8,0,0
2093.25,"873","8730","51",NA,3.1,"0",11.49,11531.87,1.86,8.00,0.44,40.43,-3.16,836.28,0,227,55,57,0,0
1882.81,"541","5410","124",NA,12.5,"0",9.87,10231.86,1.43,7.51,0.42,40.44,-2.49,763.28,0,0,16,286,2,0
1980.88,"909","9090","61",NA,13.9,"0",27.28,8689.09,10.84,7.74,0.43,40.46,-4.86,1388.55,320,0,0,0,0,0
1568.06,"704","7040","45",NA,5.2,"0",16.70,6350.18,5.65,6.73,0.39,40.45,-4.36,726.05,253,0,0,0,0,0
351.44,"564","5640","21",NA,0.5,"0",8.48,3833.45,0.70,2.74,0.21,40.47,-3.40,597.04,0,0,55,1,0,0
1695.56,"690","6900","62",NA,4.9,"0",28.25,6666.60,7.02,7.05,0.40,40.46,-2.22,1011.12,0,89,184,0,0,0
2070.19,"718","7180","47",NA,12.8,"0",20.05,6963.05,3.66,7.95,0.44,40.46,-4.57,864.03,329,0,0,0,1,0
3796.50,"895","8950","55",NA,7.2,"0",11.43,8235.84,2.71,11.43,0.56,40.44,-4.04,630.50,115,0,493,0,0,0
3523.94,"689","6890","62",NA,10.3,"0",27.13,7145.89,6.04,10.93,0.54,40.45,-2.29,987.78,0,252,308,3,0,0
992.25,"567","5670","51",NA,1.5,"0",18.46,2564.21,8.30,5.11,0.33,40.47,-3.09,757.75,0,23,59,77,0,0
963.31,"782","7820","61",NA,6.7,"0",16.17,7106.25,12.07,5.02,0.32,40.44,-4.79,1039.65,153,0,0,0,0,0
3469.63,"883","8830","46",NA,7.1,"0",6.01,8239.83,1.20,10.83,0.54,40.43,-3.66,669.57,0,0,456,91,0,0
1056.06,"720","7200","55",NA,2.0,"0",12.51,11715.01,3.39,5.31,0.33,40.44,-4.13,702.16,116,0,56,0,0,0
1728.25,"685","6850","124",NA,11.5,"0",14.94,5387.74,4.22,7.13,0.41,40.46,-2.35,829.47,0,0,179,97,0,0
3536.69,"565","5650","51",NA,5.3,"0",13.41,8372.98,2.70,10.96,0.54,40.44,-3.13,813.73,0,313,117,135,0,0
3198.19,"885","8850","54",NA,17.4,"0",19.32,10245.04,1.60,10.32,0.52,40.42,-1.76,1643.62,0,488,21,0,0,8
371.94,"611","6110","46",NA,0.8,"0",6.44,4078.12,2.08,2.84,0.22,40.47,-3.77,630.70,0,0,58,0,0,0
77.56,"610","6100","37",NA,0.2,"0",7.61,2071.02,2.49,1.11,0.12,40.47,-3.94,620.25,0,0,11,0,0,0
10004.94,"829","8290","56",NA,58.4,"0",25.68,6661.58,2.74,20.45,0.82,40.39,-1.78,1609.98,0,1234,333,6,0,27
1582.94,"889","8890","63",NA,6.6,"0",19.56,5985.23,10.80,6.77,0.39,40.45,-4.47,796.41,253,0,0,0,0,0
217.56,"602","6020","42",NA,0.7,"0",24.97,1812.44,15.67,2.06,0.18,40.46,-4.32,737.68,35,0,0,0,0,0
1852.69,"536","5360","58",NA,11.8,"0",10.88,6825.18,2.71,7.43,0.42,40.45,-2.70,762.66,0,0,221,68,1,0
7138.50,"707","7070","62",NA,20.8,"0",36.52,8388.36,5.82,16.70,0.72,40.43,-2.10,1202.80,0,979,139,23,0,0
510.06,"600","6000","42",NA,1.6,"0",26.09,2878.86,9.90,3.43,0.25,40.45,-4.33,735.93,77,0,0,0,0,0
43.94,"563","5630","21",NA,0.1,"0",4.78,996.75,2.55,0.79,0.09,40.47,-3.41,577.94,0,0,6,0,0,0
2454.63,"886","8860","43",NA,4.4,"0",17.31,6280.94,4.93,8.80,0.47,40.44,-1.90,1532.73,0,315,47,27,0,0
533.63,"608","6080","46",NA,1.1,"0",8.55,3049.57,4.08,3.52,0.25,40.46,-3.75,631.28,0,0,85,0,0,0
1588.56,"535","5350","64",NA,9.4,"0",25.98,6873.40,4.64,6.78,0.39,40.43,-2.75,810.59,0,106,131,14,4,0
819.56,"515","5150","39",NA,2.1,"0",3.72,6985.54,1.06,4.56,0.30,40.45,-3.53,587.83,0,0,133,0,0,0
1960.56,"888","8880","59",NA,8.0,"0",13.59,11449.33,1.64,7.69,0.43,40.45,-3.29,793.23,0,113,93,108,0,0
1739.50,"681","6810","57",NA,7.2,"0",27.55,5987.31,15.65,7.16,0.41,40.42,-4.60,932.99,280,0,0,0,2,0
1332.06,"609","6090","37",NA,3.1,"0",9.74,5522.36,2.73,6.10,0.37,40.45,-3.93,656.11,0,0,212,0,0,0
2716.38,"543","5430","124",NA,18.0,"0",12.17,10246.51,2.19,9.35,0.49,40.42,-2.41,811.59,0,42,48,346,0,0
2786.88,"540","5400","65",NA,100.0,"0",13.39,6264.09,5.47,9.50,0.49,40.43,-2.55,779.96,0,0,14,423,7,0
2245.50,"686","6860","57",NA,9.3,"0",18.75,6580.94,5.92,8.34,0.45,40.41,-4.73,917.86,350,0,10,0,0,0
390.06,"561","5610","52",NA,3.4,"0",3.17,2653.12,0.71,2.92,0.22,40.46,-3.44,573.88,0,0,62,0,0,0
2075.69,"682","6820","57",NA,8.6,"0",21.69,5724.14,5.21,7.96,0.44,40.43,-4.65,856.51,329,0,0,0,1,0
1801.56,"891","8910","52",NA,15.8,"0",9.00,7725.49,2.73,7.31,0.41,40.44,-3.42,612.01,0,7,272,11,0,0
1642.44,"867","8670","46",NA,3.4,"0",4.49,10058.33,1.58,6.92,0.40,40.43,-3.69,667.04,0,0,231,33,0,0
2544.06,"884","8840","62",NA,7.4,"0",22.75,7659.07,4.85,8.99,0.47,40.44,-2.02,1372.18,0,342,66,0,0,0
17.19,"562","5620","66",NA,100.0,"0",3.09,493.20,1.25,0.45,0.06,40.46,-3.42,572.96,0,0,4,0,0,0
1791.44,"874","8740","50",NA,10.7,"0",17.50,7929.78,3.15,7.29,0.41,40.43,-2.93,890.99,0,175,86,25,0,0
6109.63,"877","8770","59",NA,24.9,"0",12.55,8385.84,1.59,15.21,0.67,40.41,-3.29,789.65,0,369,448,158,0,0
2489.00,"896","8960","46",NA,5.1,"0",6.55,5794.11,1.48,8.88,0.47,40.44,-3.81,677.62,0,0,398,0,0,0
643.25,"678","6780","63",NA,2.7,"0",36.73,5120.58,10.97,3.94,0.27,40.43,-4.53,978.26,106,0,0,0,0,0
1540.56,"882","8820","34",NA,2.4,"0",19.48,6761.57,4.88,6.66,0.39,40.44,-2.83,810.89,0,62,100,82,0,0
6648.31,"879","8790","67",NA,8.6,"0",7.10,7649.14,0.87,16.00,0.70,40.40,-3.88,686.96,0,0,1058,0,0,0
2414.06,"716","7160","55",NA,4.6,"0",11.32,10446.51,3.44,8.71,0.46,40.40,-4.12,596.09,108,0,283,0,0,0
725.81,"674","6740","63",NA,3.0,"0",14.24,5757.72,5.60,4.24,0.29,40.44,-4.43,708.12,115,0,0,0,1,0
2448.94,"514","5140","39",NA,6.3,"0",4.29,9849.76,0.36,8.79,0.47,40.43,-3.52,583.21,0,0,295,95,0,0
1734.31,"676","6760","63",NA,7.2,"0",19.89,5660.23,13.05,7.15,0.41,40.42,-4.49,767.22,278,0,0,0,0,0
974.38,"733","7330","55",NA,1.8,"0",15.81,6624.45,3.58,5.06,0.32,40.44,-4.11,634.83,108,0,44,0,0,0
4266.56,"672","6720","63",NA,17.8,"0",19.63,6034.49,5.26,12.26,0.58,40.41,-4.38,701.70,685,0,0,0,0,0
170.50,"772","7720","58",NA,1.1,"0",24.30,2366.73,4.62,1.78,0.16,40.45,-2.67,758.79,0,1,30,0,0,0
2677.44,"606","6060","46",NA,5.5,"0",7.38,9288.66,1.51,9.27,0.48,40.44,-3.76,646.99,0,0,436,0,0,0
650.44,"724","7240","51",NA,1.0,"0",20.12,3170.28,5.95,3.97,0.27,40.45,-3.08,792.19,0,35,35,32,0,0
912.25,"542","5420","124",NA,6.1,"0",9.17,4290.99,3.69,4.86,0.31,40.43,-2.45,757.92,0,0,34,112,2,0
2842.94,"871","8710","68",NA,21.9,"0",26.49,7306.98,6.05,9.61,0.50,40.41,-4.27,788.20,454,0,0,0,0,0
226.06,"750","7500","57",NA,0.9,"0",19.96,2485.66,7.66,2.10,0.18,40.44,-4.62,802.28,31,0,0,0,3,0
69.88,"544","5440","124",NA,0.5,"0",10.87,1513.17,5.89,1.04,0.11,40.45,-2.42,768.62,0,0,1,8,0,0
3298.69,"729","7290","59",NA,13.5,"0",8.98,10319.73,2.05,10.51,0.53,40.40,-3.38,675.45,0,41,404,91,0,0
2275.50,"596","5960","69",NA,81.0,"0",25.34,6219.11,8.37,8.41,0.45,40.43,-4.32,759.28,369,0,0,0,0,0
3327.69,"880","8800","51",NA,4.9,"0",9.20,8508.33,1.32,10.57,0.53,40.43,-2.99,898.83,0,403,134,0,0,0
390.88,"675","6750","63",NA,1.6,"0",10.31,3423.83,5.35,2.92,0.22,40.43,-4.45,642.01,62,0,0,0,1,0
524.19,"679","6790","63",NA,2.2,"0",36.59,3480.63,19.88,3.49,0.25,40.42,-4.55,915.77,82,0,0,0,0,0
858.00,"743","7430","59",NA,3.5,"0",10.25,3760.96,4.42,4.68,0.31,40.43,-3.35,680.26,0,7,103,23,0,0
864.25,"677","6770","63",NA,3.6,"0",34.32,5212.01,18.82,4.71,0.31,40.42,-4.52,940.57,136,0,0,0,0,0
593.44,"787","7870","60",NA,1.2,"0",19.55,4875.61,5.75,3.76,0.27,40.42,-5.01,1561.97,94,0,0,0,0,0
151.94,"539","5390","58",NA,1.0,"0",9.47,3401.34,4.01,1.66,0.15,40.44,-2.58,741.24,0,0,0,22,1,0
1684.50,"876","8760","51",NA,2.5,"0",9.33,8644.42,1.42,7.02,0.40,40.43,-3.06,862.17,0,169,99,3,0,0
6611.38,"605","6050","67",NA,8.6,"0",8.19,9708.64,1.55,15.95,0.70,40.40,-3.96,638.67,0,0,1056,0,0,0
108.63,"789","7890","62",NA,0.3,"0",11.00,1658.88,4.97,1.36,0.13,40.44,-2.24,889.08,0,0,17,0,0,0
1797.13,"878","8780","60",NA,3.8,"0",25.46,9263.79,6.72,7.30,0.41,40.41,-4.92,1382.13,293,0,0,0,0,0
2291.63,"881","8810","62",NA,6.7,"0",22.35,6887.31,7.44,8.45,0.45,40.42,-2.21,1033.16,0,65,299,0,0,0
2408.69,"708","7080","50",NA,14.4,"0",25.97,10438.24,2.95,8.70,0.46,40.39,-2.91,795.15,0,152,139,93,0,0
23.88,"537","5370","58",NA,0.2,"0",38.95,599.26,20.04,0.55,0.07,40.44,-2.67,759.53,0,0,3,0,0,0
2.38,"798","7980","124",NA,0.0,"0",13.99,356.07,5.40,0.14,0.03,40.44,-2.46,722.47,0,0,4,0,0,0
1439.44,"887","8870","62",NA,4.2,"0",19.45,7094.12,2.35,6.39,0.38,40.41,-2.26,1006.08,0,76,154,0,0,0
4130.81,"698","6980","70",NA,10.2,"0",10.57,9595.46,1.40,12.03,0.58,40.41,-2.34,873.42,0,304,193,162,0,0
40.94,"680","6800","57",NA,0.2,"0",24.87,1661.40,7.17,0.75,0.09,40.43,-4.57,797.35,5,0,0,0,0,0
1409.88,"893","8930","39",NA,3.6,"0",5.44,11869.30,1.15,6.31,0.37,40.42,-3.58,645.48,0,0,170,56,0,0
2236.56,"714","7140","60",NA,4.7,"0",25.70,4165.25,10.23,8.32,0.45,40.40,-5.03,1385.76,357,0,0,0,0,0
2332.38,"872","8720","43",NA,4.2,"0",26.55,7222.67,5.72,8.54,0.46,40.41,-1.92,1496.79,0,297,33,1,0,39
3460.94,"700","7000","60",NA,7.2,"0",19.33,9399.75,8.37,10.82,0.54,40.38,-4.98,1418.25,548,0,0,0,0,0
2272.50,"603","6030","46",NA,4.7,"0",5.38,9935.11,1.22,8.40,0.45,40.40,-3.74,636.56,0,0,363,5,0,0
1663.69,"749","7490","51",NA,2.5,"0",15.10,6519.11,2.50,6.97,0.40,40.40,-3.10,808.12,0,126,100,42,0,0
4762.06,"691","6910","60",NA,10.0,"0",26.15,9801.53,10.17,13.10,0.61,40.38,-4.85,1170.89,764,0,0,0,0,0
1242.88,"696","6960","60",NA,2.6,"0",23.25,5561.27,9.15,5.85,0.36,40.40,-4.93,1322.81,200,0,0,0,0,0
879.44,"752","7520","58",NA,5.6,"0",12.69,6823.40,4.61,4.75,0.31,40.42,-2.63,796.14,0,0,60,79,0,0
